index,question,answer,response,confidence_score
4501,"Consider the country of Panama. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,Yes,
6321,"Consider the country of Yemen. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,No,
873,"Consider the country of Bhutan. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",No,No,
6820,"Consider the country of Brunei. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which conditions?",Yes,No,
4402,"Consider the country of New Zealand. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,No,
8724,"Consider the country of El Salvador. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?",No,No,
5296,"Consider the country of Sao Tome and Principe. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",No,No,
6560,"Consider the country of Antigua and Barbuda. Does the country provide for involuntary loss of citizenship by a person who is adopted by or in legal guardianship of a citizen of another country and, if so, under which conditions?",No,No,
5525,"Consider the country of Syria. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,No,
4609,"Consider the country of Palau. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,No,
8277,"Consider the country of Namibia. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at birth and, if so, under which conditions?",No,No,
7133,"Consider the country of Dominica. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?",No,No,
8714,"Consider the country of Sierra Leone. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which conditions?",Yes,No,
1467,Consider the country of Germany. Does the country provide for period of residence in a residence-based acquisition?,Yes,Yes,
4343,"Consider the country of Nepal. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,No,
6632,"Consider the country of Belgium. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions?",Yes,No,
5963,"Consider the country of Uganda. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,No,
1870,"Consider the country of Finland. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,Yes,
5518,Consider the country of Syria. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,No,
8683,"Consider the country of Singapore. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citizenship is otherwise considered to be in the interest of the country and, if so, under which conditions?",Yes,Yes,
1169,"Consider the country of Congo DRC. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,No,
4470,"Consider the country of Pakistan. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,No,
823,Consider the country of Brunei. Which residence conditions does the country provide for residence-based acquisition?,Yes,Yes,
4693,"Consider the country of North Korea. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",Yes,No,
2883,"Consider the country of Jordan. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,No,
7080,"Consider the country of Cyprus. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepresentation and, if so, under which conditions?",Yes,Yes,
714,"Consider the country of Bolivia. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,Yes,
9133,"Consider the country of United States of America. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citizenship is otherwise considered to be in the interest of the country and, if so, under which conditions?",Yes,Yes,
4996,"Consider the country of Senegal. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,Yes,
6439,"Consider the country of Zimbabwe. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,No,
2594,Consider the country of India. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,No,
3184,"Consider the country of Kuwait. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",Yes,No,
6312,"Consider the country of Kosovo. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,No,
4390,"Consider the country of New Zealand. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,Yes,
6493,"Consider the country of Albania. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citizenship is otherwise considered to be in the interest of the country and, if so, under which conditions?",No,No,
4889,"Consider the country of Russia. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",Yes,No,
3742,"Consider the country of Macedonia. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",Yes,No,
2158,"Consider the country of Guinea. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,No,
429,"Consider the country of Benin. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",Yes,No,
7494,"Consider the country of Guatemala. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?",No,No,
3308,Consider the country of Libya. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,No,
7805,"Consider the country of Cambodia. Does the country provide for involuntary loss of citizenship by a person who is adopted by or in legal guardianship of a citizen of another country and, if so, under which conditions?",No,No,
8068,"Consider the country of Madagascar. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citizenship is otherwise considered to be in the interest of the country and, if so, under which conditions?",Yes,No,
2458,Consider the country of Croatia. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,No,
4775,"Consider the country of Paraguay. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",No,Yes,
2515,"Consider the country of Hungary. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,No,
6839,"Consider the country of Bhutan. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which conditions?",No,No,
824,Consider the country of Brunei. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,No,No,
712,"Consider the country of Belize. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",No,Yes,
2077,"Consider the country of Georgia. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,No,
5475,"Consider the country of Seychelles. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",No,No,
6631,"Consider the country of Belgium. Does the country provide for involuntary loss of citizenship by a person who acquired or retained citizenship on the condition that he or she renounced another citizenship and it is discovered that the person retains a foreign citizenship and, if so, under which conditions?",No,No,
6034,"Consider the country of Uruguay. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,No,
1598,"Consider the country of Dominican Republic. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,Yes,
7723,"Consider the country of Jordan. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citizenship is otherwise considered to be in the interest of the country and, if so, under which conditions?",Yes,No,
4419,"Consider the country of Oman. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,No,
8178,"Consider the country of Montenegro. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which conditions?",No,No,
1003,"Consider the country of Switzerland. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,Yes,
312,"Consider the country of Azerbaijan. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,No,
2321,Consider the country of Grenada. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,No,
2545,"Consider the country of Hungary. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",No,No,
814,"Consider the country of Brunei. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,Yes,
6135,"Consider the country of Saint Vincent and the Grenadines. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",Yes,No,
7349,"Consider the country of Gabon. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which conditions?",Yes,No,
3795,"Consider the country of Mali. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",Yes,No,
1013,"Consider the country of Switzerland. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",Yes,No,
4764,"Consider the country of Paraguay. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,No,
3942,"Consider the country of Mozambique. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,No,
7452,"Consider the country of Equatorial Guinea. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at birth and, if so, under which conditions?",No,No,
3608,"Consider the country of Moldova. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",Yes,No,
6810,"Consider the country of Barbados. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepresentation and, if so, under which conditions?",Yes,No,
6311,"Consider the country of Kosovo. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",Yes,Yes,
5177,Consider the country of Somalia. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,No,
306,"Consider the country of Azerbaijan. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,Yes,
4534,"Consider the country of Peru. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",Yes,No,
3428,"Consider the country of Sri Lanka. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",Yes,No,
5757,"Consider the country of Trinidad and Tobago. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",No,Yes,
8837,"Consider the country of Slovenia. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions?",Yes,No,
5301,"Consider the country of Suriname. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,Yes,
4940,Consider the country of Saudi Arabia. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,Yes,
1926,"Consider the country of Fiji. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,No,
8811,"Consider the country of Suriname. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship as a foundling, on the basis of apparent status as a citizen, or as a presumptively stateless person if possession of a foreign citizenship is established and, if so, under which conditions?",No,No,
3053,"Consider the country of Cambodia. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,No,
4177,"Consider the country of Niger. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",No,No,
4128,"Consider the country of Namibia. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No,Yes,
1694,"Consider the country of Ecuador. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",Yes,No,
4554,"Consider the country of Philippines. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,Yes,
826,Consider the country of Brunei. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,No,
943,"Consider the country of Central African Republic. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,No,
7597,"Consider the country of India. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?",Yes,Yes,
6081,"Consider the country of United States of America. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",Yes,Yes,
2525,Consider the country of Hungary. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,Yes,Yes,
8238,"Consider the country of Mauritius. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which conditions?",No,No,
1062,"Consider the country of China. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",No,Yes,
872,"Consider the country of Bhutan. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",No,Yes,
5408,"Consider the country of Sweden. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",Yes,Yes,
2538,"Consider the country of Hungary. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,No,
5185,"Consider the country of Somalia. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,No,
8772,"Consider the country of South Sudan. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at birth and, if so, under which conditions?",No,No,
6482,"Consider the country of Angola. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions?",No,No,
7520,"Consider the country of Guyana. Does the country provide for involuntary loss of citizenship by a person who is adopted by or in legal guardianship of a citizen of another country and, if so, under which conditions?",No,No,
8437,"Consider the country of Panama. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?",Yes,Yes,
924,Consider the country of Central African Republic. Which residence conditions does the country provide for residence-based acquisition?,Yes,No,
6773,"Consider the country of Bolivia. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?",No,No,
9244,"Consider the country of Kosovo. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?",No,No,
7212,"Consider the country of Egypt. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at birth and, if so, under which conditions?",No,No,
6925,"Consider the country of China. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which conditions?",No,No,
7061,"Consider the country of Cuba. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions?",No,No,
3264,"Consider the country of Liberia. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,Yes,
2638,"Consider the country of Ireland. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",Yes,Yes,
1923,"Consider the country of Fiji. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,No,
6174,"Consider the country of Venezuela. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",No,No,
7062,"Consider the country of Cuba. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at birth and, if so, under which conditions?",No,No,
5051,"Consider the country of Singapore. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,Yes,
1560,"Consider the country of Dominica. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",Yes,Yes,
7535,"Consider the country of Honduras. Does the country provide for involuntary loss of citizenship by a person who is adopted by or in legal guardianship of a citizen of another country and, if so, under which conditions?",No,No,
9035,"Consider the country of Turkey. Does the country provide for involuntary loss of citizenship by a person who is adopted by or in legal guardianship of a citizen of another country and, if so, under which conditions?",No,No,
1066,"Consider the country of China. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,No,
